passages,query,question,query_type,reasoning,answer_passage,answer,messages
"['Sheep are afraid of wolves.', 'Cats are afraid of wolves.', 'Gertrude is a sheep.', 'Wolves are afraid of mice.', 'Emily is a wolf.', 'Winona is a cat.', 'Mice are afraid of wolves.', 'Jessica is a wolf.']","Answer the question based on the context:
Sheep are afraid of wolves.
Cats are afraid of wolves.
Gertrude is a sheep.
Wolves are afraid of mice.
Emily is a wolf.
Winona is a cat.
Mice are afraid of wolves.
Jessica is a wolf.
Question: What is jessica afraid of? Only return the answer.
",What is jessica afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Wolves are afraid of mice.', 'Jessica is a wolf.']",mouse,"[{'content': 'Answer the question based on the context:\nSheep are afraid of wolves.\nCats are afraid of wolves.\nGertrude is a sheep.\nWolves are afraid of mice.\nEmily is a wolf.\nWinona is a cat.\nMice are afraid of wolves.\nJessica is a wolf.\nQuestion: What is jessica afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'mouse', 'role': 'assistant'}]"
"['Wolves are afraid of sheep.', 'Sheep are afraid of mice.', 'Mice are afraid of cats.', 'Cats are afraid of mice.', 'Gertrude is a mouse.', 'Winona is a cat.', 'Emily is a mouse.', 'Jessica is a sheep.']","Answer the question based on the context:
Wolves are afraid of sheep.
Sheep are afraid of mice.
Mice are afraid of cats.
Cats are afraid of mice.
Gertrude is a mouse.
Winona is a cat.
Emily is a mouse.
Jessica is a sheep.
Question: What is gertrude afraid of? Only return the answer.
",What is gertrude afraid of?,basic-deduction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-deduction.
","['Mice are afraid of cats.', 'Gertrude is a mouse.']",cat,"[{'content': 'Answer the question based on the context:\nWolves are afraid of sheep.\nSheep are afraid of mice.\nMice are afraid of cats.\nCats are afraid of mice.\nGertrude is a mouse.\nWinona is a cat.\nEmily is a mouse.\nJessica is a sheep.\nQuestion: What is gertrude afraid of? Only return the answer.\n', 'role': 'user'}, {'content': 'cat', 'role': 'assistant'}]"
"['Brian is a lion.', 'Julius is a swan.', 'Bernhard is a lion.', 'Bernhard is green.', 'Julius is green.', 'Lily is a frog.', 'Lily is gray.', 'Greg is a frog.', 'Brian is green.']","Answer the question based on the context:
Brian is a lion.
Julius is a swan.
Bernhard is a lion.
Bernhard is green.
Julius is green.
Lily is a frog.
Lily is gray.
Greg is a frog.
Brian is green.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a frog.', 'Lily is gray.', 'Greg is a frog.']",gray,"[{'content': 'Answer the question based on the context:\nBrian is a lion.\nJulius is a swan.\nBernhard is a lion.\nBernhard is green.\nJulius is green.\nLily is a frog.\nLily is gray.\nGreg is a frog.\nBrian is green.\nQuestion: What color is Greg? Only return the answer.\n', 'role': 'user'}, {'content': 'gray', 'role': 'assistant'}]"
"['The hallway is east of the office.', 'The hallway is west of the bedroom.']","Answer the question based on the context:
The hallway is east of the office.
The hallway is west of the bedroom.
Question: What is the office west of? Only return the answer.
",What is the office west of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is east of the office.'],hallway,"[{'content': 'Answer the question based on the context:\nThe hallway is east of the office.\nThe hallway is west of the bedroom.\nQuestion: What is the office west of? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Daniel and John travelled to the bedroom.', 'Sandra and John moved to the office.']","Answer the question based on the context:
Daniel and John travelled to the bedroom.
Sandra and John moved to the office.
Question: Where is John? Only return the answer.
",Where is John?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Sandra and John moved to the office.'],office,"[{'content': 'Answer the question based on the context:\nDaniel and John travelled to the bedroom.\nSandra and John moved to the office.\nQuestion: Where is John? Only return the answer.\n', 'role': 'user'}, {'content': 'office', 'role': 'assistant'}]"
"['The bedroom is west of the garden.', 'The bathroom is east of the garden.']","Answer the question based on the context:
The bedroom is west of the garden.
The bathroom is east of the garden.
Question: What is east of the garden? Only return the answer.
",What is east of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bathroom is east of the garden.'],bathroom,"[{'content': 'Answer the question based on the context:\nThe bedroom is west of the garden.\nThe bathroom is east of the garden.\nQuestion: What is east of the garden? Only return the answer.\n', 'role': 'user'}, {'content': 'bathroom', 'role': 'assistant'}]"
"['Lily is a swan.', 'Bernhard is a lion.', 'Greg is a swan.', 'Bernhard is white.', 'Lily is gray.', 'Julius is a swan.', 'Brian is a lion.', 'Julius is gray.', 'Greg is gray.']","Answer the question based on the context:
Lily is a swan.
Bernhard is a lion.
Greg is a swan.
Bernhard is white.
Lily is gray.
Julius is a swan.
Brian is a lion.
Julius is gray.
Greg is gray.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a lion.', 'Bernhard is white.', 'Brian is a lion.']",white,"[{'content': 'Answer the question based on the context:\nLily is a swan.\nBernhard is a lion.\nGreg is a swan.\nBernhard is white.\nLily is gray.\nJulius is a swan.\nBrian is a lion.\nJulius is gray.\nGreg is gray.\nQuestion: What color is Brian? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['The hallway is west of the bathroom.', 'The kitchen is east of the bathroom.']","Answer the question based on the context:
The hallway is west of the bathroom.
The kitchen is east of the bathroom.
Question: What is east of the bathroom? Only return the answer.
",What is east of the bathroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The kitchen is east of the bathroom.'],kitchen,"[{'content': 'Answer the question based on the context:\nThe hallway is west of the bathroom.\nThe kitchen is east of the bathroom.\nQuestion: What is east of the bathroom? Only return the answer.\n', 'role': 'user'}, {'content': 'kitchen', 'role': 'assistant'}]"
"['The hallway is south of the kitchen.', 'The kitchen is south of the bedroom.']","Answer the question based on the context:
The hallway is south of the kitchen.
The kitchen is south of the bedroom.
Question: What is the kitchen north of? Only return the answer.
",What is the kitchen north of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is south of the kitchen.'],hallway,"[{'content': 'Answer the question based on the context:\nThe hallway is south of the kitchen.\nThe kitchen is south of the bedroom.\nQuestion: What is the kitchen north of? Only return the answer.\n', 'role': 'user'}, {'content': 'hallway', 'role': 'assistant'}]"
"['Brian is a frog.', 'Brian is white.', 'Greg is a swan.', 'Lily is a lion.', 'Greg is gray.', 'Julius is a lion.', 'Bernhard is a rhino.', 'Bernhard is green.', 'Julius is white.']","Answer the question based on the context:
Brian is a frog.
Brian is white.
Greg is a swan.
Lily is a lion.
Greg is gray.
Julius is a lion.
Bernhard is a rhino.
Bernhard is green.
Julius is white.
Question: What color is Lily? Only return the answer.
",What color is Lily?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a lion.', 'Julius is a lion.', 'Julius is white.']",white,"[{'content': 'Answer the question based on the context:\nBrian is a frog.\nBrian is white.\nGreg is a swan.\nLily is a lion.\nGreg is gray.\nJulius is a lion.\nBernhard is a rhino.\nBernhard is green.\nJulius is white.\nQuestion: What color is Lily? Only return the answer.\n', 'role': 'user'}, {'content': 'white', 'role': 'assistant'}]"
"['Sandra moved to the office.', 'Mary travelled to the kitchen.', 'Sandra journeyed to the kitchen.', 'Mary grabbed the milk there.']","Answer the question based on the context:
Sandra moved to the office.
Mary travelled to the kitchen.
Sandra journeyed to the kitchen.
Mary grabbed the milk there.
Question: What is Mary carrying? Only return the answer.
",What is Mary carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Mary grabbed the milk there.'],milk,"[{'content': 'Answer the question based on the context:\nSandra moved to the office.\nMary travelled to the kitchen.\nSandra journeyed to the kitchen.\nMary grabbed the milk there.\nQuestion: What is Mary carrying? Only return the answer.\n', 'role': 'user'}, {'content': 'milk', 'role': 'assistant'}]"
"['Bill moved to the kitchen this morning.', 'Bill journeyed to the bedroom yesterday.', 'Yesterday Julie went back to the school.', 'Mary went to the kitchen yesterday.']","Answer the question based on the context:
Bill moved to the kitchen this morning.
Bill journeyed to the bedroom yesterday.
Yesterday Julie went back to the school.
Mary went to the kitchen yesterday.
Question: Where was Bill before the kitchen? Only return the answer.
",Where was Bill before the kitchen?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Bill moved to the kitchen this morning.', 'Bill journeyed to the bedroom yesterday.']",bedroom,"[{'content': 'Answer the question based on the context:\nBill moved to the kitchen this morning.\nBill journeyed to the bedroom yesterday.\nYesterday Julie went back to the school.\nMary went to the kitchen yesterday.\nQuestion: Where was Bill before the kitchen? Only return the answer.\n', 'role': 'user'}, {'content': 'bedroom', 'role': 'assistant'}]"
