passages,query,question,query_type,reasoning,answer_passage,answer
"['Brian is a rhino.', 'Lily is a swan.', 'Bernhard is a rhino.', 'Lily is yellow.', 'Greg is a lion.', 'Julius is a lion.', 'Greg is yellow.', 'Brian is yellow.', 'Julius is yellow.']","Answer the question based on the context:
Brian is a rhino.
Lily is a swan.
Bernhard is a rhino.
Lily is yellow.
Greg is a lion.
Julius is a lion.
Greg is yellow.
Brian is yellow.
Julius is yellow.
Question: What color is Bernhard? Only return the answer.
",What color is Bernhard?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a rhino.', 'Bernhard is a rhino.', 'Brian is yellow.']",yellow
"['Greg is a lion.', 'Lily is a lion.', 'Bernhard is a swan.', 'Brian is a rhino.', 'Lily is gray.', 'Greg is gray.', 'Julius is a rhino.', 'Bernhard is gray.', 'Julius is green.']","Answer the question based on the context:
Greg is a lion.
Lily is a lion.
Bernhard is a swan.
Brian is a rhino.
Lily is gray.
Greg is gray.
Julius is a rhino.
Bernhard is gray.
Julius is green.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Brian is a rhino.', 'Julius is a rhino.', 'Julius is green.']",green
"['The bathroom is south of the kitchen.', 'The bedroom is north of the kitchen.']","Answer the question based on the context:
The bathroom is south of the kitchen.
The bedroom is north of the kitchen.
Question: What is the kitchen south of? Only return the answer.
",What is the kitchen south of?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The bedroom is north of the kitchen.'],bedroom
"['The hallway is east of the bedroom.', 'The garden is west of the bedroom.']","Answer the question based on the context:
The hallway is east of the bedroom.
The garden is west of the bedroom.
Question: What is east of the bedroom? Only return the answer.
",What is east of the bedroom?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The hallway is east of the bedroom.'],hallway
"['Daniel and Sandra journeyed to the hallway.', 'Daniel and John travelled to the office.']","Answer the question based on the context:
Daniel and Sandra journeyed to the hallway.
Daniel and John travelled to the office.
Question: Where is John? Only return the answer.
",Where is John?,conjunction,"The category of the question represents what is being asked in that question. The category of the question asked is: conjunction.
",['Daniel and John travelled to the office.'],office
"['Fred moved to the cinema yesterday.', 'Yesterday Julie travelled to the kitchen.', 'Yesterday Bill went to the kitchen.', 'This morning Bill moved to the park.']","Answer the question based on the context:
Fred moved to the cinema yesterday.
Yesterday Julie travelled to the kitchen.
Yesterday Bill went to the kitchen.
This morning Bill moved to the park.
Question: Where was Bill before the park? Only return the answer.
",Where was Bill before the park?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Yesterday Bill went to the kitchen.', 'This morning Bill moved to the park.']",kitchen
"['Bill went to the kitchen yesterday.', 'Yesterday Julie went to the school.', 'Yesterday Fred moved to the park.', 'Julie moved to the kitchen this morning.', 'Julie journeyed to the office this afternoon.', 'Yesterday Mary travelled to the kitchen.']","Answer the question based on the context:
Bill went to the kitchen yesterday.
Yesterday Julie went to the school.
Yesterday Fred moved to the park.
Julie moved to the kitchen this morning.
Julie journeyed to the office this afternoon.
Yesterday Mary travelled to the kitchen.
Question: Where was Julie before the office? Only return the answer.
",Where was Julie before the office?,time-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: time-reasoning.
","['Julie moved to the kitchen this morning.', 'Julie journeyed to the office this afternoon.']",kitchen
"['The office is north of the garden.', 'The bathroom is south of the garden.']","Answer the question based on the context:
The office is north of the garden.
The bathroom is south of the garden.
Question: What is north of the garden? Only return the answer.
",What is north of the garden?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is north of the garden.'],office
"['Sandra travelled to the garden.', 'Sandra took the apple there.']","Answer the question based on the context:
Sandra travelled to the garden.
Sandra took the apple there.
Question: What is Sandra carrying? Only return the answer.
",What is Sandra carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['Sandra took the apple there.'],apple
"['John journeyed to the garden.', 'John travelled to the office.']","Answer the question based on the context:
John journeyed to the garden.
John travelled to the office.
Question: Where is John? Only return the answer.
",Where is John?,single-supporting-fact,"The category of the question represents what is being asked in that question. The category of the question asked is: single-supporting-fact.
",['John travelled to the office.'],office
"['The office is west of the kitchen.', 'The bedroom is east of the kitchen.']","Answer the question based on the context:
The office is west of the kitchen.
The bedroom is east of the kitchen.
Question: What is west of the kitchen? Only return the answer.
",What is west of the kitchen?,two-arg-relations,"The category of the question represents what is being asked in that question. The category of the question asked is: two-arg-relations.
",['The office is west of the kitchen.'],office
"['Bernhard is a swan.', 'Brian is a lion.', 'Lily is a rhino.', 'Lily is white.', 'Julius is a lion.', 'Bernhard is green.', 'Julius is yellow.', 'Brian is yellow.', 'Greg is a swan.']","Answer the question based on the context:
Bernhard is a swan.
Brian is a lion.
Lily is a rhino.
Lily is white.
Julius is a lion.
Bernhard is green.
Julius is yellow.
Brian is yellow.
Greg is a swan.
Question: What color is Greg? Only return the answer.
",What color is Greg?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Bernhard is a swan.', 'Bernhard is green.', 'Greg is a swan.']",green
"['John moved to the bathroom.', 'John grabbed the apple there.']","Answer the question based on the context:
John moved to the bathroom.
John grabbed the apple there.
Question: What is John carrying? Only return the answer.
",What is John carrying?,lists-sets,"The category of the question represents what is being asked in that question. The category of the question asked is: lists-sets.
",['John grabbed the apple there.'],apple
"['Greg is a frog.', 'Greg is white.', 'Lily is a lion.', 'Lily is green.', 'Bernhard is a rhino.', 'Julius is a swan.', 'Julius is gray.', 'Brian is a frog.', 'Bernhard is white.']","Answer the question based on the context:
Greg is a frog.
Greg is white.
Lily is a lion.
Lily is green.
Bernhard is a rhino.
Julius is a swan.
Julius is gray.
Brian is a frog.
Bernhard is white.
Question: What color is Brian? Only return the answer.
",What color is Brian?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Greg is a frog.', 'Greg is white.', 'Brian is a frog.']",white
"['Brian is a swan.', 'Lily is a rhino.', 'Lily is green.', 'Greg is a swan.', 'Bernhard is a lion.', 'Greg is gray.', 'Bernhard is white.', 'Julius is a rhino.', 'Brian is gray.']","Answer the question based on the context:
Brian is a swan.
Lily is a rhino.
Lily is green.
Greg is a swan.
Bernhard is a lion.
Greg is gray.
Bernhard is white.
Julius is a rhino.
Brian is gray.
Question: What color is Julius? Only return the answer.
",What color is Julius?,basic-induction,"The category of the question represents what is being asked in that question. The category of the question asked is: basic-induction.
","['Lily is a rhino.', 'Lily is green.', 'Julius is a rhino.']",green
"['The red sphere is to the left of the red square.', 'The red square is below the blue square.']","Answer the question based on the context:
The red sphere is to the left of the red square.
The red square is below the blue square.
Question: Is the red sphere to the left of the blue square? Only return the answer.
",Is the red sphere to the left of the blue square?,positional-reasoning,"The category of the question represents what is being asked in that question. The category of the question asked is: positional-reasoning.
","['The red sphere is to the left of the red square.', 'The red square is below the blue square.']",yes
